DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2023-08-20,KT_AI,199,16,183,8.0%,199,0,100.0%,0,199,0%,199,0,100.0%,69.3%
2023-08-20,KT_AR,220,25,195,11.4%,220,0,100.0%,0,220,0%,220,0,100.0%,70.5%
2023-08-20,KT_AG,842,842,0,100.0%,842,0,100.0%,0,842,0%,0,842,0%,100.0%
2023-08-20,KT_BL,1279,0,1279,0%,182,1097,14.2%,0,1279,0%,0,1279,0%,14.2%
2023-08-20,KT_BS,2552,0,2552,0%,16,2536,0.6%,875,1677,34.3%,2080,472,81.5%,38.8%
2023-08-20,KT_BE,981,0,981,0%,958,23,97.7%,894,87,91.1%,64,917,6.5%,65.1%
2023-08-20,KT_GE,312,0,312,0%,312,0,100.0%,0,312,0%,0,312,0%,100.0%
2023-08-20,KT_GL,442,0,442,0%,0,442,0%,184,258,41.6%,0,442,0%,41.6%
2023-08-20,KT_GR,1992,17,1975,0.9%,319,1673,16.0%,0,1992,0%,1543,449,77.5%,31.4%
2023-08-20,KT_JU,1108,0,1108,0%,147,961,13.3%,34,1074,3.1%,927,181,83.7%,33.3%
2023-08-20,KT_SG,646,0,646,0%,445,201,68.9%,131,515,20.3%,13,633,2.0%,30.4%
2023-08-20,KT_SH,183,170,13,92.9%,170,13,92.9%,0,183,0%,166,17,90.7%,92.2%
2023-08-20,KT_SO,637,1,636,0.2%,0,637,0%,178,459,27.9%,0,637,0%,14.1%
2023-08-20,KT_SZ,1423,0,1423,0%,1287,136,90.4%,10,1413,0.7%,1310,113,92.1%,61.1%
2023-08-20,KT_TG,1118,96,1022,8.6%,175,943,15.7%,345,773,30.9%,943,175,84.3%,34.9%
2023-08-20,KT_TI,1157,0,1157,0%,1150,7,99.4%,6,1151,0.5%,6,1151,0.5%,33.5%
2023-08-20,KT_UR,474,193,281,40.7%,318,156,67.1%,196,278,41.4%,0,474,0%,49.7%
2023-08-20,KT_ZG,943,56,887,5.9%,89,854,9.4%,0,943,0%,23,920,2.4%,5.9%
2023-08-20,KT_ZH,1934,89,1845,4.6%,512,1422,26.5%,633,1301,32.7%,1829,105,94.6%,39.6%
2023-08-20,KT_VD,353,0,353,0%,178,175,50.4%,353,0,100.0%,0,353,0%,75.2%
2023-08-20,KT_FR,707,0,707,0%,190,517,26.9%,0,707,0%,0,707,0%,26.9%
2023-08-20,FL_LI,93,60,33,64.5%,85,8,91.4%,0,93,0%,92,1,98.9%,84.9%
2023-08-20,Geodienste,656,26,630,4.0%,557,99,84.9%,0,656,0%,530,126,80.8%,56.6%
2023-08-20,Bund,1339,717,622,53.5%,1336,3,99.8%,602,737,45.0%,1335,4,99.7%,74.5%
