DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2023-09-24,KT_AI,203,16,187,7.9%,203,0,100.0%,0,203,0%,203,0,100.0%,69.3%
2023-09-24,KT_AR,224,25,199,11.2%,224,0,100.0%,0,224,0%,224,0,100.0%,70.4%
2023-09-24,KT_AG,893,893,0,100.0%,893,0,100.0%,0,893,0%,0,893,0%,100.0%
2023-09-24,KT_BL,1279,0,1279,0%,182,1097,14.2%,0,1279,0%,0,1279,0%,14.2%
2023-09-24,KT_BS,2676,0,2676,0%,16,2660,0.6%,940,1736,35.1%,2141,535,80.0%,38.6%
2023-09-24,KT_BE,1034,0,1034,0%,1008,26,97.5%,935,99,90.4%,73,961,7.1%,65.0%
2023-09-24,KT_GE,354,0,354,0%,354,0,100.0%,0,354,0%,0,354,0%,100.0%
2023-09-24,KT_GL,442,0,442,0%,0,442,0%,184,258,41.6%,0,442,0%,41.6%
2023-09-24,KT_GR,1918,1,1917,0.1%,311,1607,16.2%,0,1918,0%,1477,441,77.0%,31.1%
2023-09-24,KT_JU,1127,0,1127,0%,150,977,13.3%,35,1092,3.1%,942,185,83.6%,33.3%
2023-09-24,KT_SG,646,0,646,0%,445,201,68.9%,131,515,20.3%,13,633,2.0%,30.4%
2023-09-24,KT_SH,183,169,14,92.3%,170,13,92.9%,0,183,0%,165,18,90.2%,91.8%
2023-09-24,KT_SO,632,1,631,0.2%,0,632,0%,177,455,28.0%,0,632,0%,14.1%
2023-09-24,KT_SZ,1365,0,1365,0%,1229,136,90.0%,10,1355,0.7%,1252,113,91.7%,60.8%
2023-09-24,KT_TG,1118,96,1022,8.6%,175,943,15.7%,345,773,30.9%,943,175,84.3%,34.9%
2023-09-24,KT_TI,1207,0,1207,0%,1200,7,99.4%,6,1201,0.5%,6,1201,0.5%,33.5%
2023-09-24,KT_UR,490,201,289,41.0%,334,156,68.2%,203,287,41.4%,0,490,0%,50.2%
2023-09-24,KT_ZG,814,55,759,6.8%,88,726,10.8%,0,814,0%,23,791,2.8%,6.8%
2023-09-24,KT_ZH,1946,89,1857,4.6%,512,1434,26.3%,634,1312,32.6%,1841,105,94.6%,39.5%
2023-09-24,KT_VD,353,0,353,0%,178,175,50.4%,353,0,100.0%,0,353,0%,75.2%
2023-09-24,KT_FR,704,0,704,0%,192,512,27.3%,0,704,0%,0,704,0%,27.3%
2023-09-24,FL_LI,92,59,33,64.1%,84,8,91.3%,0,92,0%,91,1,98.9%,84.8%
2023-09-24,Geodienste,656,26,630,4.0%,557,99,84.9%,0,656,0%,530,126,80.8%,56.6%
2023-09-24,Bund,1344,719,625,53.5%,1341,3,99.8%,603,741,44.9%,1340,4,99.7%,74.5%
