DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2023-11-26,KT_AI,205,16,189,7.8%,205,0,100.0%,0,205,0%,205,0,100.0%,69.3%
2023-11-26,KT_AR,231,25,206,10.8%,231,0,100.0%,0,231,0%,231,0,100.0%,70.3%
2023-11-26,KT_AG,896,896,0,100.0%,896,0,100.0%,0,896,0%,0,896,0%,100.0%
2023-11-26,KT_BL,1292,0,1292,0%,183,1109,14.2%,7,1285,0.5%,0,1292,0%,7.4%
2023-11-26,KT_BS,2741,0,2741,0%,16,2725,0.6%,977,1764,35.6%,2194,547,80.0%,38.8%
2023-11-26,KT_BE,1027,0,1027,0%,1001,26,97.5%,927,100,90.3%,74,953,7.2%,65.0%
2023-11-26,KT_GL,442,0,442,0%,0,442,0%,184,258,41.6%,0,442,0%,41.6%
2023-11-26,KT_GR,1925,1,1924,0.1%,312,1613,16.2%,0,1925,0%,1483,442,77.0%,31.1%
2023-11-26,KT_JU,1133,0,1133,0%,152,981,13.4%,35,1098,3.1%,946,187,83.5%,33.3%
2023-11-26,KT_SG,646,0,646,0%,445,201,68.9%,131,515,20.3%,13,633,2.0%,30.4%
2023-11-26,KT_SH,189,175,14,92.6%,176,13,93.1%,0,189,0%,171,18,90.5%,92.1%
2023-11-26,KT_SO,644,1,643,0.2%,0,644,0%,184,460,28.6%,0,644,0%,14.4%
2023-11-26,KT_SZ,2161,0,2161,0%,2013,148,93.2%,10,2151,0.5%,2036,125,94.2%,62.6%
2023-11-26,KT_TG,1107,97,1010,8.8%,184,923,16.6%,335,772,30.3%,923,184,83.4%,34.8%
2023-11-26,KT_TI,1277,0,1277,0%,1270,7,99.5%,6,1271,0.5%,6,1271,0.5%,33.5%
2023-11-26,KT_UR,506,208,298,41.1%,350,156,69.2%,210,296,41.5%,0,506,0%,50.6%
2023-11-26,KT_ZG,817,55,762,6.7%,88,729,10.8%,0,817,0%,23,794,2.8%,6.8%
2023-11-26,KT_ZH,1966,89,1877,4.5%,516,1450,26.2%,638,1328,32.5%,1861,105,94.7%,39.5%
2023-11-26,KT_VD,350,0,350,0%,172,178,49.1%,350,0,100.0%,0,350,0%,74.6%
2023-11-26,KT_FR,699,0,699,0%,190,509,27.2%,0,699,0%,0,699,0%,27.2%
2023-11-26,FL_LI,92,59,33,64.1%,84,8,91.3%,0,92,0%,91,1,98.9%,84.8%
2023-11-26,Geodienste,656,26,630,4.0%,557,99,84.9%,0,656,0%,530,126,80.8%,56.6%
2023-11-26,Bund,1381,754,627,54.6%,1381,0,100.0%,607,774,44.0%,1375,6,99.6%,74.5%
