DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2024-01-07,KT_AI,208,16,192,7.7%,208,0,100.0%,0,208,0%,208,0,100.0%,69.2%
2024-01-07,KT_AR,231,25,206,10.8%,231,0,100.0%,0,231,0%,231,0,100.0%,70.3%
2024-01-07,KT_AG,897,897,0,100.0%,897,0,100.0%,0,897,0%,0,897,0%,100.0%
2024-01-07,KT_BL,1292,0,1292,0%,183,1109,14.2%,7,1285,0.5%,0,1292,0%,7.4%
2024-01-07,KT_BS,2758,0,2758,0%,16,2742,0.6%,986,1772,35.8%,2204,554,79.9%,38.7%
2024-01-07,KT_BE,1020,0,1020,0%,994,26,97.5%,920,100,90.2%,74,946,7.3%,65.0%
2024-01-07,KT_GE,359,0,359,0%,355,4,98.9%,0,359,0%,0,359,0%,98.9%
2024-01-07,KT_GL,444,0,444,0%,0,444,0%,185,259,41.7%,0,444,0%,41.7%
2024-01-07,KT_GR,1828,1,1827,0.1%,284,1544,15.5%,0,1828,0%,1414,414,77.4%,31.0%
2024-01-07,KT_JU,1147,0,1147,0%,155,992,13.5%,37,1110,3.2%,955,192,83.3%,33.3%
2024-01-07,KT_SG,648,0,648,0%,446,202,68.8%,132,516,20.4%,13,635,2.0%,30.4%
2024-01-07,KT_SH,189,175,14,92.6%,176,13,93.1%,0,189,0%,171,18,90.5%,92.1%
2024-01-07,KT_SO,645,0,645,0%,0,645,0%,183,462,28.4%,0,645,0%,28.4%
2024-01-07,KT_SZ,2225,0,2225,0%,2092,133,94.0%,10,2215,0.4%,2132,93,95.8%,63.4%
2024-01-07,KT_TG,1107,97,1010,8.8%,184,923,16.6%,335,772,30.3%,923,184,83.4%,34.8%
2024-01-07,KT_TI,1325,0,1325,0%,1315,10,99.2%,9,1316,0.7%,9,1316,0.7%,33.5%
2024-01-07,KT_UR,535,220,315,41.1%,373,162,69.7%,226,309,42.2%,0,535,0%,51.0%
2024-01-07,KT_ZG,819,56,763,6.8%,88,731,10.7%,0,819,0%,22,797,2.7%,6.8%
2024-01-07,KT_ZH,1972,88,1884,4.5%,520,1452,26.4%,642,1330,32.6%,1865,107,94.6%,39.5%
2024-01-07,KT_VD,353,0,353,0%,173,180,49.0%,353,0,100.0%,0,353,0%,74.5%
2024-01-07,KT_FR,692,0,692,0%,218,474,31.5%,0,692,0%,0,692,0%,31.5%
2024-01-07,FL_LI,92,59,33,64.1%,84,8,91.3%,0,92,0%,91,1,98.9%,84.8%
2024-01-07,Geodienste,656,26,630,4.0%,557,99,84.9%,0,656,0%,530,126,80.8%,56.6%
2024-01-07,Bund,1399,763,636,54.5%,1399,0,100.0%,613,786,43.8%,1393,6,99.6%,74.5%
