DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2024-01-28,KT_AI,210,16,194,7.6%,210,0,100.0%,0,210,0%,210,0,100.0%,69.2%
2024-01-28,KT_AR,233,25,208,10.7%,233,0,100.0%,0,233,0%,233,0,100.0%,70.2%
2024-01-28,KT_AG,896,896,0,100.0%,896,0,100.0%,0,896,0%,0,896,0%,100.0%
2024-01-28,KT_BL,1341,0,1341,0%,189,1152,14.1%,7,1334,0.5%,0,1341,0%,7.3%
2024-01-28,KT_BS,2765,0,2765,0%,16,2749,0.6%,989,1776,35.8%,2210,555,79.9%,38.8%
2024-01-28,KT_BE,1023,0,1023,0%,997,26,97.5%,923,100,90.2%,74,949,7.2%,65.0%
2024-01-28,KT_GE,339,0,339,0%,336,3,99.1%,0,339,0%,0,339,0%,99.1%
2024-01-28,KT_GL,444,0,444,0%,0,444,0%,185,259,41.7%,0,444,0%,41.7%
2024-01-28,KT_GR,1928,1,1927,0.1%,312,1616,16.2%,0,1928,0%,1486,442,77.1%,31.1%
2024-01-28,KT_JU,1151,0,1151,0%,155,996,13.5%,37,1114,3.2%,959,192,83.3%,33.3%
2024-01-28,KT_SG,655,0,655,0%,453,202,69.2%,132,523,20.2%,13,642,2.0%,30.4%
2024-01-28,KT_SH,189,175,14,92.6%,176,13,93.1%,0,189,0%,171,18,90.5%,92.1%
2024-01-28,KT_SO,654,0,654,0%,0,654,0%,183,471,28.0%,0,654,0%,28.0%
2024-01-28,KT_SZ,2216,0,2216,0%,2086,130,94.1%,10,2206,0.5%,2124,92,95.8%,63.5%
2024-01-28,KT_TG,1061,96,965,9.0%,180,881,17.0%,317,744,29.9%,881,180,83.0%,34.7%
2024-01-28,KT_TI,1337,0,1337,0%,1327,10,99.3%,9,1328,0.7%,9,1328,0.7%,33.5%
2024-01-28,KT_UR,540,224,316,41.5%,377,163,69.8%,226,314,41.9%,0,540,0%,51.0%
2024-01-28,KT_ZG,819,56,763,6.8%,88,731,10.7%,0,819,0%,22,797,2.7%,6.8%
2024-01-28,KT_ZH,1972,88,1884,4.5%,520,1452,26.4%,642,1330,32.6%,1865,107,94.6%,39.5%
2024-01-28,KT_VD,352,0,352,0%,172,180,48.9%,352,0,100.0%,0,352,0%,74.4%
2024-01-28,KT_FR,689,0,689,0%,219,470,31.8%,0,689,0%,0,689,0%,31.8%
2024-01-28,FL_LI,92,59,33,64.1%,84,8,91.3%,0,92,0%,91,1,98.9%,84.8%
2024-01-28,Geodienste,656,26,630,4.0%,557,99,84.9%,0,656,0%,530,126,80.8%,56.6%
2024-01-28,Bund,1399,763,636,54.5%,1399,0,100.0%,613,786,43.8%,1393,6,99.6%,74.5%
