DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2024-02-18,KT_AI,212,16,196,7.5%,212,0,100.0%,0,212,0%,212,0,100.0%,69.2%
2024-02-18,KT_AR,236,25,211,10.6%,236,0,100.0%,0,236,0%,236,0,100.0%,70.2%
2024-02-18,KT_AG,896,896,0,100.0%,896,0,100.0%,0,896,0%,0,896,0%,100.0%
2024-02-18,KT_BL,1341,0,1341,0%,189,1152,14.1%,7,1334,0.5%,0,1341,0%,7.3%
2024-02-18,KT_BS,2149,0,2149,0%,9,2140,0.4%,988,1161,46.0%,1746,403,81.2%,42.5%
2024-02-18,KT_BE,1021,0,1021,0%,995,26,97.5%,921,100,90.2%,74,947,7.2%,65.0%
2024-02-18,KT_GE,331,0,331,0%,328,3,99.1%,0,331,0%,0,331,0%,99.1%
2024-02-18,KT_GL,444,0,444,0%,0,444,0%,185,259,41.7%,0,444,0%,41.7%
2024-02-18,KT_GR,1928,1,1927,0.1%,312,1616,16.2%,0,1928,0%,1486,442,77.1%,31.1%
2024-02-18,KT_JU,1155,0,1155,0%,155,1000,13.4%,37,1118,3.2%,963,192,83.4%,33.3%
2024-02-18,KT_SG,655,0,655,0%,453,202,69.2%,132,523,20.2%,13,642,2.0%,30.4%
2024-02-18,KT_SH,183,169,14,92.3%,170,13,92.9%,0,183,0%,165,18,90.2%,91.8%
2024-02-18,KT_SO,639,0,639,0%,0,639,0%,181,458,28.3%,0,639,0%,28.3%
2024-02-18,KT_SZ,2217,0,2217,0%,2109,108,95.1%,10,2207,0.5%,2137,80,96.4%,64.0%
2024-02-18,KT_TG,1061,96,965,9.0%,180,881,17.0%,317,744,29.9%,881,180,83.0%,34.7%
2024-02-18,KT_TI,1361,0,1361,0%,1352,9,99.3%,9,1352,0.7%,9,1352,0.7%,33.6%
2024-02-18,KT_UR,533,221,312,41.5%,370,163,69.4%,223,310,41.8%,0,533,0%,50.9%
2024-02-18,KT_ZG,819,56,763,6.8%,88,731,10.7%,0,819,0%,22,797,2.7%,6.8%
2024-02-18,KT_ZH,1974,88,1886,4.5%,520,1454,26.3%,642,1332,32.5%,1867,107,94.6%,39.5%
2024-02-18,KT_VD,351,0,351,0%,171,180,48.7%,351,0,100.0%,0,351,0%,74.4%
2024-02-18,KT_FR,692,0,692,0%,219,473,31.6%,0,692,0%,0,692,0%,31.6%
2024-02-18,FL_LI,92,59,33,64.1%,84,8,91.3%,0,92,0%,91,1,98.9%,84.8%
2024-02-18,Geodienste,656,26,630,4.0%,557,99,84.9%,0,656,0%,530,126,80.8%,56.6%
2024-02-18,Bund,1403,766,637,54.6%,1403,0,100.0%,613,790,43.7%,1397,6,99.6%,74.5%
