DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2024-03-17,KT_AI,213,17,196,8.0%,213,0,100.0%,0,213,0%,213,0,100.0%,69.3%
2024-03-17,KT_AR,238,26,212,10.9%,238,0,100.0%,0,238,0%,238,0,100.0%,70.3%
2024-03-17,KT_AG,898,898,0,100.0%,898,0,100.0%,0,898,0%,0,898,0%,100.0%
2024-03-17,KT_BL,1341,0,1341,0%,189,1152,14.1%,7,1334,0.5%,0,1341,0%,7.3%
2024-03-17,KT_BS,995,0,995,0%,8,987,0.8%,995,0,100.0%,869,126,87.3%,62.7%
2024-03-17,KT_BE,1025,0,1025,0%,999,26,97.5%,925,100,90.2%,74,951,7.2%,65.0%
2024-03-17,KT_GE,132,0,132,0%,132,0,100.0%,0,132,0%,0,132,0%,100.0%
2024-03-17,KT_GL,446,0,446,0%,0,446,0%,186,260,41.7%,0,446,0%,41.7%
2024-03-17,KT_GR,1931,1,1930,0.1%,312,1619,16.2%,0,1931,0%,1489,442,77.1%,31.1%
2024-03-17,KT_JU,1170,0,1170,0%,158,1012,13.5%,37,1133,3.2%,975,195,83.3%,33.3%
2024-03-17,KT_SG,655,0,655,0%,453,202,69.2%,132,523,20.2%,13,642,2.0%,30.4%
2024-03-17,KT_SH,189,175,14,92.6%,176,13,93.1%,0,189,0%,171,18,90.5%,92.1%
2024-03-17,KT_SO,652,0,652,0%,0,652,0%,184,468,28.2%,0,652,0%,28.2%
2024-03-17,KT_SZ,1904,0,1904,0%,1823,81,95.7%,10,1894,0.5%,1858,46,97.6%,64.6%
2024-03-17,KT_TG,1061,96,965,9.0%,180,881,17.0%,317,744,29.9%,881,180,83.0%,34.7%
2024-03-17,KT_TI,1367,0,1367,0%,1358,9,99.3%,9,1358,0.7%,9,1358,0.7%,33.6%
2024-03-17,KT_UR,534,221,313,41.4%,371,163,69.5%,223,311,41.8%,0,534,0%,50.9%
2024-03-17,KT_ZG,815,56,759,6.9%,88,727,10.8%,0,815,0%,22,793,2.7%,6.8%
2024-03-17,KT_ZH,1976,87,1889,4.4%,516,1460,26.1%,642,1334,32.5%,1873,103,94.8%,39.4%
2024-03-17,KT_VD,350,0,350,0%,172,178,49.1%,350,0,100.0%,0,350,0%,74.6%
2024-03-17,KT_FR,694,0,694,0%,220,474,31.7%,0,694,0%,0,694,0%,31.7%
2024-03-17,FL_LI,113,80,33,70.8%,105,8,92.9%,0,113,0%,112,1,99.1%,87.6%
2024-03-17,Geodienste,656,26,630,4.0%,557,99,84.9%,0,656,0%,530,126,80.8%,56.6%
2024-03-17,Bund,1403,764,639,54.5%,1403,0,100.0%,614,789,43.8%,1397,6,99.6%,74.4%
