DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2024-04-07,KT_AI,214,17,197,7.9%,214,0,100.0%,0,214,0%,214,0,100.0%,69.3%
2024-04-07,KT_AR,240,26,214,10.8%,240,0,100.0%,0,240,0%,240,0,100.0%,70.3%
2024-04-07,KT_AG,894,894,0,100.0%,894,0,100.0%,0,894,0%,0,894,0%,100.0%
2024-04-07,KT_BL,1341,0,1341,0%,189,1152,14.1%,7,1334,0.5%,0,1341,0%,7.3%
2024-04-07,KT_BS,995,0,995,0%,8,987,0.8%,995,0,100.0%,869,126,87.3%,62.7%
2024-04-07,KT_BE,1021,0,1021,0%,995,26,97.5%,921,100,90.2%,74,947,7.2%,65.0%
2024-04-07,KT_GE,327,0,327,0%,324,3,99.1%,0,327,0%,0,327,0%,99.1%
2024-04-07,KT_GL,446,0,446,0%,0,446,0%,186,260,41.7%,0,446,0%,41.7%
2024-04-07,KT_GR,1931,1,1930,0.1%,312,1619,16.2%,0,1931,0%,1489,442,77.1%,31.1%
2024-04-07,KT_JU,1169,0,1169,0%,158,1011,13.5%,37,1132,3.2%,974,195,83.3%,33.3%
2024-04-07,KT_SG,655,0,655,0%,453,202,69.2%,132,523,20.2%,13,642,2.0%,30.4%
2024-04-07,KT_SH,208,185,23,88.9%,178,30,85.6%,0,208,0%,189,19,90.9%,88.5%
2024-04-07,KT_SO,664,0,664,0%,0,664,0%,184,480,27.7%,0,664,0%,27.7%
2024-04-07,KT_SZ,1906,0,1906,0%,1825,81,95.8%,10,1896,0.5%,1860,46,97.6%,64.6%
2024-04-07,KT_TG,1061,96,965,9.0%,180,881,17.0%,317,744,29.9%,881,180,83.0%,34.7%
2024-04-07,KT_TI,1369,0,1369,0%,1360,9,99.3%,9,1360,0.7%,9,1360,0.7%,33.6%
2024-04-07,KT_UR,827,348,479,42.1%,373,454,45.1%,353,474,42.7%,0,827,0%,43.3%
2024-04-07,KT_ZG,817,55,762,6.7%,87,730,10.6%,0,817,0%,22,795,2.7%,6.7%
2024-04-07,KT_ZH,1964,86,1878,4.4%,516,1448,26.3%,643,1321,32.7%,1862,102,94.8%,39.5%
2024-04-07,KT_VD,355,0,355,0%,172,183,48.5%,355,0,100.0%,0,355,0%,74.2%
2024-04-07,KT_FR,684,0,684,0%,215,469,31.4%,0,684,0%,0,684,0%,31.4%
2024-04-07,FL_LI,113,80,33,70.8%,105,8,92.9%,0,113,0%,112,1,99.1%,87.6%
2024-04-07,Geodienste,656,26,630,4.0%,557,99,84.9%,0,656,0%,530,126,80.8%,56.6%
2024-04-07,Bund,1404,765,639,54.5%,1404,0,100.0%,614,790,43.7%,1398,6,99.6%,74.4%
