DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2024-04-28,KT_AI,215,18,197,8.4%,215,0,100.0%,0,215,0%,215,0,100.0%,69.5%
2024-04-28,KT_AR,238,27,211,11.3%,238,0,100.0%,0,238,0%,238,0,100.0%,70.4%
2024-04-28,KT_AG,892,892,0,100.0%,892,0,100.0%,0,892,0%,0,892,0%,100.0%
2024-04-28,KT_BL,1367,0,1367,0%,195,1172,14.3%,7,1360,0.5%,0,1367,0%,7.4%
2024-04-28,KT_BS,997,0,997,0%,8,989,0.8%,997,0,100.0%,871,126,87.4%,62.7%
2024-04-28,KT_GE,340,0,340,0%,336,4,98.8%,0,340,0%,0,340,0%,98.8%
2024-04-28,KT_BE,101,0,101,0%,75,26,74.3%,0,101,0%,75,26,74.3%,74.3%
2024-04-28,KT_GL,446,0,446,0%,0,446,0%,186,260,41.7%,0,446,0%,41.7%
2024-04-28,KT_GR,1931,1,1930,0.1%,312,1619,16.2%,0,1931,0%,1489,442,77.1%,31.1%
2024-04-28,KT_JU,1176,0,1176,0%,159,1017,13.5%,37,1139,3.1%,980,196,83.3%,33.3%
2024-04-28,KT_SG,655,0,655,0%,453,202,69.2%,132,523,20.2%,13,642,2.0%,30.4%
2024-04-28,KT_SH,207,184,23,88.9%,178,29,86.0%,0,207,0%,189,18,91.3%,88.7%
2024-04-28,KT_SO,704,0,704,0%,0,704,0%,200,504,28.4%,0,704,0%,28.4%
2024-04-28,KT_SZ,1908,0,1908,0%,1827,81,95.8%,10,1898,0.5%,1862,46,97.6%,64.6%
2024-04-28,KT_TG,1061,96,965,9.0%,180,881,17.0%,317,744,29.9%,881,180,83.0%,34.7%
2024-04-28,KT_TI,1375,0,1375,0%,1366,9,99.3%,9,1366,0.7%,9,1366,0.7%,33.6%
2024-04-28,KT_UR,1068,467,601,43.7%,381,687,35.7%,470,598,44.0%,0,1068,0%,41.1%
2024-04-28,KT_ZH,1973,86,1887,4.4%,516,1457,26.2%,643,1330,32.6%,1871,102,94.8%,39.5%
2024-04-28,KT_VD,357,0,357,0%,173,184,48.5%,357,0,100.0%,0,357,0%,74.2%
2024-04-28,KT_FR,683,0,683,0%,214,469,31.3%,0,683,0%,0,683,0%,31.3%
2024-04-28,FL_LI,116,83,33,71.6%,108,8,93.1%,0,116,0%,115,1,99.1%,87.9%
2024-04-28,Geodienste,656,26,630,4.0%,557,99,84.9%,0,656,0%,530,126,80.8%,56.6%
2024-04-28,Bund,1403,764,639,54.5%,1403,0,100.0%,614,789,43.8%,1397,6,99.6%,74.4%
