DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2024-06-02,KT_AI,216,18,198,8.3%,216,0,100.0%,0,216,0%,216,0,100.0%,69.4%
2024-06-02,KT_AR,246,27,219,11.0%,246,0,100.0%,0,246,0%,246,0,100.0%,70.3%
2024-06-02,KT_AG,894,894,0,100.0%,894,0,100.0%,0,894,0%,0,894,0%,100.0%
2024-06-02,KT_BL,1367,0,1367,0%,195,1172,14.3%,7,1360,0.5%,0,1367,0%,7.4%
2024-06-02,KT_BS,2143,0,2143,0%,8,2135,0.4%,1003,1140,46.8%,1736,407,81.0%,42.7%
2024-06-02,KT_BE,1363,0,1363,0%,1248,115,91.6%,1262,101,92.6%,75,1288,5.5%,63.2%
2024-06-02,KT_GL,446,0,446,0%,0,446,0%,186,260,41.7%,0,446,0%,41.7%
2024-06-02,KT_GR,1954,1,1953,0.1%,317,1637,16.2%,0,1954,0%,1507,447,77.1%,31.1%
2024-06-02,KT_JU,1160,0,1160,0%,150,1010,12.9%,37,1123,3.2%,973,187,83.9%,33.3%
2024-06-02,KT_SG,653,0,653,0%,452,201,69.2%,130,523,19.9%,13,640,2.0%,30.4%
2024-06-02,KT_SH,204,182,22,89.2%,178,26,87.3%,0,204,0%,185,19,90.7%,89.1%
2024-06-02,KT_SO,709,0,709,0%,0,709,0%,201,508,28.3%,0,709,0%,28.3%
2024-06-02,KT_SZ,1928,0,1928,0%,1847,81,95.8%,10,1918,0.5%,1882,46,97.6%,64.6%
2024-06-02,KT_TG,1061,96,965,9.0%,180,881,17.0%,317,744,29.9%,881,180,83.0%,34.7%
2024-06-02,KT_TI,1376,0,1376,0%,1367,9,99.3%,9,1367,0.7%,9,1367,0.7%,33.6%
2024-06-02,KT_UR,945,417,528,44.1%,301,644,31.9%,422,523,44.7%,0,945,0%,40.2%
2024-06-02,KT_ZH,1953,86,1867,4.4%,524,1429,26.8%,643,1310,32.9%,1843,110,94.4%,39.6%
2024-06-02,KT_VD,357,0,357,0%,173,184,48.5%,357,0,100.0%,0,357,0%,74.2%
2024-06-02,KT_FR,723,0,723,0%,247,476,34.2%,0,723,0%,0,723,0%,34.2%
2024-06-02,FL_LI,115,83,32,72.2%,107,8,93.0%,0,115,0%,114,1,99.1%,88.1%
2024-06-02,Geodienste,658,26,632,4.0%,555,103,84.3%,0,658,0%,528,130,80.2%,56.2%
2024-06-02,Bund,1461,792,669,54.2%,1461,0,100.0%,639,822,43.7%,1455,6,99.6%,74.4%
