DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2024-06-30,KT_AI,217,18,199,8.3%,217,0,100.0%,0,217,0%,217,0,100.0%,69.4%
2024-06-30,KT_AR,250,27,223,10.8%,250,0,100.0%,0,250,0%,250,0,100.0%,70.3%
2024-06-30,KT_AG,896,896,0,100.0%,896,0,100.0%,0,896,0%,0,896,0%,100.0%
2024-06-30,KT_BL,1367,0,1367,0%,195,1172,14.3%,7,1360,0.5%,0,1367,0%,7.4%
2024-06-30,KT_BS,2144,0,2144,0%,8,2136,0.4%,1003,1141,46.8%,1735,409,80.9%,42.7%
2024-06-30,KT_BE,1363,0,1363,0%,1267,96,93.0%,1263,100,92.7%,74,1289,5.4%,63.7%
2024-06-30,KT_GL,446,0,446,0%,0,446,0%,186,260,41.7%,0,446,0%,41.7%
2024-06-30,KT_GR,1954,1,1953,0.1%,317,1637,16.2%,0,1954,0%,1507,447,77.1%,31.1%
2024-06-30,KT_JU,1162,0,1162,0%,151,1011,13.0%,37,1125,3.2%,974,188,83.8%,33.3%
2024-06-30,KT_SG,657,0,657,0%,453,204,68.9%,131,526,19.9%,13,644,2.0%,30.3%
2024-06-30,KT_SH,204,182,22,89.2%,178,26,87.3%,0,204,0%,185,19,90.7%,89.1%
2024-06-30,KT_SO,701,0,701,0%,0,701,0%,201,500,28.7%,0,701,0%,28.7%
2024-06-30,KT_SZ,1928,0,1928,0%,1847,81,95.8%,10,1918,0.5%,1882,46,97.6%,64.6%
2024-06-30,KT_TG,1059,96,963,9.1%,180,879,17.0%,317,742,29.9%,879,180,83.0%,34.7%
2024-06-30,KT_TI,1405,0,1405,0%,1399,6,99.6%,6,1399,0.4%,6,1399,0.4%,33.5%
2024-06-30,KT_UR,813,351,462,43.2%,301,512,37.0%,356,457,43.8%,0,813,0%,41.3%
2024-06-30,KT_ZH,1954,86,1868,4.4%,522,1432,26.7%,641,1313,32.8%,1844,110,94.4%,39.6%
2024-06-30,KT_VD,373,0,373,0%,182,191,48.8%,373,0,100.0%,0,373,0%,74.4%
2024-06-30,KT_FR,723,0,723,0%,247,476,34.2%,0,723,0%,0,723,0%,34.2%
2024-06-30,FL_LI,115,83,32,72.2%,107,8,93.0%,0,115,0%,114,1,99.1%,88.1%
2024-06-30,Geodienste,658,26,632,4.0%,555,103,84.3%,0,658,0%,528,130,80.2%,56.2%
2024-06-30,Bund,1467,792,675,54.0%,1467,0,100.0%,639,828,43.6%,1461,6,99.6%,74.3%
