DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2024-07-07,KT_AI,213,17,196,8.0%,213,0,100.0%,0,213,0%,213,0,100.0%,69.3%
2024-07-07,KT_AR,248,27,221,10.9%,248,0,100.0%,0,248,0%,248,0,100.0%,70.3%
2024-07-07,KT_AG,896,896,0,100.0%,896,0,100.0%,0,896,0%,0,896,0%,100.0%
2024-07-07,KT_BL,1367,0,1367,0%,195,1172,14.3%,7,1360,0.5%,0,1367,0%,7.4%
2024-07-07,KT_BS,2157,0,2157,0%,8,2149,0.4%,1000,1157,46.4%,1749,408,81.1%,42.6%
2024-07-07,KT_BE,1361,0,1361,0%,1265,96,92.9%,1260,101,92.6%,75,1286,5.5%,63.7%
2024-07-07,KT_GL,444,0,444,0%,0,444,0%,185,259,41.7%,0,444,0%,41.7%
2024-07-07,KT_GR,1954,1,1953,0.1%,317,1637,16.2%,0,1954,0%,1507,447,77.1%,31.1%
2024-07-07,KT_JU,1163,0,1163,0%,151,1012,13.0%,37,1126,3.2%,975,188,83.8%,33.3%
2024-07-07,KT_SG,644,0,644,0%,445,199,69.1%,127,517,19.7%,13,631,2.0%,30.3%
2024-07-07,KT_SH,197,175,22,88.8%,171,26,86.8%,0,197,0%,177,20,89.8%,88.5%
2024-07-07,KT_SO,682,0,682,0%,0,682,0%,190,492,27.9%,0,682,0%,27.9%
2024-07-07,KT_SZ,1934,0,1934,0%,1853,81,95.8%,10,1924,0.5%,1888,46,97.6%,64.7%
2024-07-07,KT_TG,1059,96,963,9.1%,180,879,17.0%,317,742,29.9%,879,180,83.0%,34.7%
2024-07-07,KT_TI,1407,0,1407,0%,1401,6,99.6%,6,1401,0.4%,6,1401,0.4%,33.5%
2024-07-07,KT_UR,805,349,456,43.4%,299,506,37.1%,352,453,43.7%,0,805,0%,41.4%
2024-07-07,KT_ZH,1954,86,1868,4.4%,522,1432,26.7%,641,1313,32.8%,1844,110,94.4%,39.6%
2024-07-07,KT_VD,374,0,374,0%,183,191,48.9%,374,0,100.0%,0,374,0%,74.5%
2024-07-07,KT_FR,723,0,723,0%,247,476,34.2%,0,723,0%,0,723,0%,34.2%
2024-07-07,FL_LI,115,83,32,72.2%,107,8,93.0%,0,115,0%,114,1,99.1%,88.1%
2024-07-07,Geodienste,658,26,632,4.0%,555,103,84.3%,0,658,0%,528,130,80.2%,56.2%
2024-07-07,Bund,1472,792,680,53.8%,1472,0,100.0%,637,835,43.3%,1466,6,99.6%,74.2%
