DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2024-08-11,KT_AI,214,17,197,7.9%,214,0,100.0%,0,214,0%,214,0,100.0%,69.3%
2024-08-11,KT_AR,248,27,221,10.9%,248,0,100.0%,0,248,0%,248,0,100.0%,70.3%
2024-08-11,KT_AG,903,903,0,100.0%,903,0,100.0%,0,903,0%,0,903,0%,100.0%
2024-08-11,KT_BL,1373,0,1373,0%,196,1177,14.3%,7,1366,0.5%,0,1373,0%,7.4%
2024-08-11,KT_BS,2226,0,2226,0%,13,2213,0.6%,1001,1225,45.0%,1803,423,81.0%,42.2%
2024-08-11,KT_BE,1372,0,1372,0%,1301,71,94.8%,1272,100,92.7%,74,1298,5.4%,64.3%
2024-08-11,KT_GL,447,0,447,0%,0,447,0%,185,262,41.4%,0,447,0%,41.4%
2024-08-11,KT_GR,1954,1,1953,0.1%,317,1637,16.2%,0,1954,0%,1507,447,77.1%,31.1%
2024-08-11,KT_JU,1160,0,1160,0%,151,1009,13.0%,37,1123,3.2%,972,188,83.8%,33.3%
2024-08-11,KT_SG,640,0,640,0%,442,198,69.1%,127,513,19.8%,13,627,2.0%,30.3%
2024-08-11,KT_SH,199,177,22,88.9%,173,26,86.9%,0,199,0%,180,19,90.5%,88.8%
2024-08-11,KT_SO,715,0,715,0%,0,715,0%,209,506,29.2%,0,715,0%,29.2%
2024-08-11,KT_SZ,1937,0,1937,0%,1856,81,95.8%,10,1927,0.5%,1891,46,97.6%,64.7%
2024-08-11,KT_TG,1045,94,951,9.0%,178,867,17.0%,311,734,29.8%,867,178,83.0%,34.7%
2024-08-11,KT_TI,1415,0,1415,0%,1409,6,99.6%,6,1409,0.4%,6,1409,0.4%,33.5%
2024-08-11,KT_UR,807,350,457,43.4%,299,508,37.1%,353,454,43.7%,0,807,0%,41.4%
2024-08-11,KT_ZH,1928,85,1843,4.4%,521,1407,27.0%,641,1287,33.2%,1819,109,94.3%,39.8%
2024-08-11,KT_VD,374,0,374,0%,183,191,48.9%,374,0,100.0%,0,374,0%,74.5%
2024-08-11,KT_FR,723,0,723,0%,247,476,34.2%,0,723,0%,0,723,0%,34.2%
2024-08-11,FL_LI,115,83,32,72.2%,107,8,93.0%,0,115,0%,114,1,99.1%,88.1%
2024-08-11,Geodienste,658,26,632,4.0%,555,103,84.3%,0,658,0%,528,130,80.2%,56.2%
2024-08-11,Bund,1479,793,686,53.6%,1479,0,100.0%,641,838,43.3%,1473,6,99.6%,74.1%
