DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2024-09-15,KT_AI,214,17,197,7.9%,214,0,100.0%,0,214,0%,214,0,100.0%,69.3%
2024-09-15,KT_AR,248,27,221,10.9%,248,0,100.0%,0,248,0%,248,0,100.0%,70.3%
2024-09-15,KT_AG,897,897,0,100.0%,897,0,100.0%,0,897,0%,0,897,0%,100.0%
2024-09-15,KT_BL,1373,0,1373,0%,196,1177,14.3%,7,1366,0.5%,0,1373,0%,7.4%
2024-09-15,KT_BS,2273,0,2273,0%,8,2265,0.4%,1010,1263,44.4%,1833,440,80.6%,41.8%
2024-09-15,KT_BE,1371,0,1371,0%,1318,53,96.1%,1270,101,92.6%,75,1296,5.5%,64.7%
2024-09-15,KT_GL,443,0,443,0%,0,443,0%,183,260,41.3%,0,443,0%,41.3%
2024-09-15,KT_GR,1961,1,1960,0.1%,318,1643,16.2%,0,1961,0%,1513,448,77.2%,31.1%
2024-09-15,KT_JU,1164,0,1164,0%,151,1013,13.0%,37,1127,3.2%,976,188,83.8%,33.3%
2024-09-15,KT_SG,636,0,636,0%,435,201,68.4%,135,501,21.2%,12,624,1.9%,30.5%
2024-09-15,KT_SH,201,179,22,89.1%,175,26,87.1%,0,201,0%,180,21,89.6%,88.6%
2024-09-15,KT_SO,687,0,687,0%,0,687,0%,180,507,26.2%,0,687,0%,26.2%
2024-09-15,KT_SZ,1932,0,1932,0%,1851,81,95.8%,10,1922,0.5%,1886,46,97.6%,64.6%
2024-09-15,KT_TG,1045,94,951,9.0%,178,867,17.0%,311,734,29.8%,867,178,83.0%,34.7%
2024-09-15,KT_TI,1387,0,1387,0%,1381,6,99.6%,6,1381,0.4%,6,1381,0.4%,33.5%
2024-09-15,KT_UR,807,350,457,43.4%,299,508,37.1%,353,454,43.7%,0,807,0%,41.4%
2024-09-15,KT_ZH,1930,85,1845,4.4%,522,1408,27.0%,643,1287,33.3%,1821,109,94.4%,39.8%
2024-09-15,KT_VD,374,0,374,0%,183,191,48.9%,374,0,100.0%,0,374,0%,74.5%
2024-09-15,KT_FR,723,0,723,0%,247,476,34.2%,0,723,0%,0,723,0%,34.2%
2024-09-15,FL_LI,129,97,32,75.2%,107,22,82.9%,0,129,0%,128,1,99.2%,85.8%
2024-09-15,Geodienste,658,26,632,4.0%,555,103,84.3%,0,658,0%,528,130,80.2%,56.2%
2024-09-15,Bund,1488,797,691,53.6%,1488,0,100.0%,645,843,43.3%,1482,6,99.6%,74.1%
