DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2024-11-24,KT_AI,218,17,201,7.8%,218,0,100.0%,0,218,0%,218,0,100.0%,69.3%
2024-11-24,KT_AR,244,27,217,11.1%,244,0,100.0%,0,244,0%,244,0,100.0%,70.4%
2024-11-24,KT_AG,903,903,0,100.0%,903,0,100.0%,0,903,0%,0,903,0%,100.0%
2024-11-24,KT_BL,1378,0,1378,0%,197,1181,14.3%,7,1371,0.5%,0,1378,0%,7.4%
2024-11-24,KT_BS,2277,0,2277,0%,10,2267,0.4%,1040,1237,45.7%,1833,444,80.5%,42.2%
2024-11-24,KT_BE,1405,0,1405,0%,1362,43,96.9%,1300,105,92.5%,78,1327,5.6%,65.0%
2024-11-24,KT_GL,429,0,429,0%,0,429,0%,177,252,41.3%,0,429,0%,41.3%
2024-11-24,KT_GR,1958,1,1957,0.1%,317,1641,16.2%,0,1958,0%,1511,447,77.2%,31.1%
2024-11-24,KT_JU,1152,0,1152,0%,151,1001,13.1%,38,1114,3.3%,963,189,83.6%,33.3%
2024-11-24,KT_SG,680,0,680,0%,449,231,66.0%,135,545,19.9%,13,667,1.9%,29.3%
2024-11-24,KT_SH,202,180,22,89.1%,176,26,87.1%,0,202,0%,183,19,90.6%,88.9%
2024-11-24,KT_SO,696,0,696,0%,0,696,0%,181,515,26.0%,0,696,0%,26.0%
2024-11-24,KT_SZ,1934,0,1934,0%,1853,81,95.8%,10,1924,0.5%,1888,46,97.6%,64.7%
2024-11-24,KT_TG,1043,93,950,8.9%,177,866,17.0%,311,732,29.8%,866,177,83.0%,34.7%
2024-11-24,KT_TI,1391,0,1391,0%,1385,6,99.6%,6,1385,0.4%,6,1385,0.4%,33.5%
2024-11-24,KT_UR,824,358,466,43.4%,301,523,36.5%,360,464,43.7%,0,824,0%,41.2%
2024-11-24,KT_ZH,1937,85,1852,4.4%,523,1414,27.0%,648,1289,33.5%,1830,107,94.5%,39.8%
2024-11-24,KT_VD,380,0,380,0%,186,194,48.9%,380,0,100.0%,0,380,0%,74.5%
2024-11-24,KT_FR,721,0,721,0%,248,473,34.4%,0,721,0%,0,721,0%,34.4%
2024-11-24,FL_LI,142,104,38,73.2%,140,2,98.6%,0,142,0%,141,1,99.3%,90.4%
2024-11-24,Geodienste,662,26,636,3.9%,559,103,84.4%,0,662,0%,532,130,80.4%,56.2%
2024-11-24,Bund,1474,795,679,53.9%,1474,0,100.0%,647,827,43.9%,1468,6,99.6%,74.4%
