DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2025-02-02,KT_AI,228,17,211,7.5%,228,0,100.0%,0,228,0%,228,0,100.0%,69.2%
2025-02-02,KT_AR,244,27,217,11.1%,244,0,100.0%,0,244,0%,244,0,100.0%,70.4%
2025-02-02,KT_AG,909,909,0,100.0%,909,0,100.0%,0,909,0%,0,909,0%,100.0%
2025-02-02,KT_BL,1379,0,1379,0%,197,1182,14.3%,7,1372,0.5%,0,1379,0%,7.4%
2025-02-02,KT_BS,2349,0,2349,0%,15,2334,0.6%,1063,1286,45.3%,1885,464,80.2%,42.0%
2025-02-02,KT_BE,1405,0,1405,0%,1362,43,96.9%,1300,105,92.5%,78,1327,5.6%,65.0%
2025-02-02,KT_GL,433,0,433,0%,0,433,0%,179,254,41.3%,0,433,0%,41.3%
2025-02-02,KT_GR,1957,1,1956,0.1%,317,1640,16.2%,0,1957,0%,1510,447,77.2%,31.1%
2025-02-02,KT_JU,1181,0,1181,0%,151,1030,12.8%,38,1143,3.2%,992,189,84.0%,33.3%
2025-02-02,KT_SG,681,0,681,0%,446,235,65.5%,137,544,20.1%,13,668,1.9%,29.2%
2025-02-02,KT_SH,204,182,22,89.2%,178,26,87.3%,0,204,0%,185,19,90.7%,89.1%
2025-02-02,KT_SO,704,0,704,0%,0,704,0%,182,522,25.9%,0,704,0%,25.9%
2025-02-02,KT_SZ,1961,0,1961,0%,1922,39,98.0%,10,1951,0.5%,1944,17,99.1%,65.9%
2025-02-02,KT_TG,1045,94,951,9.0%,178,867,17.0%,311,734,29.8%,867,178,83.0%,34.7%
2025-02-02,KT_TI,1337,0,1337,0%,1331,6,99.6%,6,1331,0.4%,6,1331,0.4%,33.5%
2025-02-02,KT_UR,826,358,468,43.3%,300,526,36.3%,360,466,43.6%,0,826,0%,41.1%
2025-02-02,KT_ZH,1948,84,1864,4.3%,517,1431,26.5%,640,1308,32.9%,1842,106,94.6%,39.6%
2025-02-02,KT_VD,398,0,398,0%,188,210,47.2%,398,0,100.0%,0,398,0%,73.6%
2025-02-02,KT_FR,713,0,713,0%,253,460,35.5%,0,713,0%,0,713,0%,35.5%
2025-02-02,FL_LI,137,105,32,76.6%,134,3,97.8%,0,137,0%,135,2,98.5%,91.0%
2025-02-02,Geodienste,662,26,636,3.9%,559,103,84.4%,0,662,0%,532,130,80.4%,56.2%
2025-02-02,Bund,1482,802,680,54.1%,1482,0,100.0%,647,835,43.7%,1476,6,99.6%,74.3%
