DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2025-03-09,KT_AI,228,18,210,7.9%,228,0,100.0%,0,228,0%,228,0,100.0%,69.3%
2025-03-09,KT_AR,244,28,216,11.5%,244,0,100.0%,0,244,0%,244,0,100.0%,70.5%
2025-03-09,KT_AG,915,915,0,100.0%,915,0,100.0%,0,915,0%,0,915,0%,100.0%
2025-03-09,KT_BL,1382,0,1382,0%,197,1185,14.3%,7,1375,0.5%,0,1382,0%,7.4%
2025-03-09,KT_BS,2369,0,2369,0%,9,2360,0.4%,1078,1291,45.5%,1903,466,80.3%,42.1%
2025-03-09,KT_BE,1368,0,1368,0%,1331,37,97.3%,1263,105,92.3%,78,1290,5.7%,65.1%
2025-03-09,KT_GL,433,0,433,0%,0,433,0%,179,254,41.3%,0,433,0%,41.3%
2025-03-09,KT_GR,1944,4,1940,0.2%,311,1633,16.0%,0,1944,0%,1500,444,77.2%,31.1%
2025-03-09,KT_JU,1185,0,1185,0%,152,1033,12.8%,38,1147,3.2%,995,190,84.0%,33.3%
2025-03-09,KT_SG,628,0,628,0%,401,227,63.9%,129,499,20.5%,13,615,2.1%,28.8%
2025-03-09,KT_SH,202,180,22,89.1%,176,26,87.1%,0,202,0%,183,19,90.6%,88.9%
2025-03-09,KT_SO,705,0,705,0%,0,705,0%,182,523,25.8%,0,705,0%,25.8%
2025-03-09,KT_SZ,1999,0,1999,0%,1931,68,96.6%,10,1989,0.5%,1955,44,97.8%,65.0%
2025-03-09,KT_TG,1042,94,948,9.0%,178,864,17.1%,311,731,29.8%,864,178,82.9%,34.7%
2025-03-09,KT_TI,1346,0,1346,0%,1340,6,99.6%,6,1340,0.4%,6,1340,0.4%,33.5%
2025-03-09,KT_UR,830,360,470,43.4%,300,530,36.1%,362,468,43.6%,0,830,0%,41.0%
2025-03-09,KT_ZH,1948,83,1865,4.3%,517,1431,26.5%,641,1307,32.9%,1843,105,94.6%,39.6%
2025-03-09,KT_VD,395,0,395,0%,185,210,46.8%,395,0,100.0%,0,395,0%,73.4%
2025-03-09,KT_FR,711,0,711,0%,252,459,35.4%,0,711,0%,0,711,0%,35.4%
2025-03-09,FL_LI,147,107,40,72.8%,144,3,98.0%,0,147,0%,145,2,98.6%,89.8%
2025-03-09,Geodienste,659,25,634,3.8%,556,103,84.4%,0,659,0%,530,129,80.4%,56.2%
2025-03-09,Bund,1482,803,679,54.2%,1482,0,100.0%,646,836,43.6%,1476,6,99.6%,74.3%
