DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2025-04-20,KT_AI,236,18,218,7.6%,236,0,100.0%,0,236,0%,236,0,100.0%,69.2%
2025-04-20,KT_AR,245,28,217,11.4%,245,0,100.0%,0,245,0%,245,0,100.0%,70.5%
2025-04-20,KT_AG,913,913,0,100.0%,913,0,100.0%,0,913,0%,0,913,0%,100.0%
2025-04-20,KT_BL,1402,0,1402,0%,202,1200,14.4%,7,1395,0.5%,0,1402,0%,7.5%
2025-04-20,KT_BS,2424,0,2424,0%,8,2416,0.3%,1084,1340,44.7%,1932,492,79.7%,41.6%
2025-04-20,KT_BE,1388,0,1388,0%,1351,37,97.3%,1283,105,92.4%,78,1310,5.6%,65.1%
2025-04-20,KT_GL,437,0,437,0%,0,437,0%,181,256,41.4%,0,437,0%,41.4%
2025-04-20,KT_GR,1847,4,1843,0.2%,282,1565,15.3%,0,1847,0%,1433,414,77.6%,31.0%
2025-04-20,KT_JU,1203,0,1203,0%,152,1051,12.6%,38,1165,3.2%,1013,190,84.2%,33.3%
2025-04-20,KT_SG,644,0,644,0%,409,235,63.5%,137,507,21.3%,13,631,2.0%,28.9%
2025-04-20,KT_SH,210,187,23,89.0%,184,26,87.6%,0,210,0%,191,19,91.0%,89.2%
2025-04-20,KT_SO,717,0,717,0%,0,717,0%,182,535,25.4%,0,717,0%,25.4%
2025-04-20,KT_SZ,37,0,37,0%,0,37,0%,10,27,27.0%,0,37,0%,27.0%
2025-04-20,KT_TG,1042,94,948,9.0%,178,864,17.1%,311,731,29.8%,864,178,82.9%,34.7%
2025-04-20,KT_TI,1341,0,1341,0%,1335,6,99.6%,6,1335,0.4%,6,1335,0.4%,33.5%
2025-04-20,KT_UR,828,359,469,43.4%,300,528,36.2%,361,467,43.6%,0,828,0%,41.1%
2025-04-20,KT_ZH,1912,82,1830,4.3%,519,1393,27.1%,644,1268,33.7%,1808,104,94.6%,39.9%
2025-04-20,KT_VD,395,0,395,0%,187,208,47.3%,395,0,100.0%,0,395,0%,73.7%
2025-04-20,KT_FR,691,0,691,0%,249,442,36.0%,0,691,0%,0,691,0%,36.0%
2025-04-20,FL_LI,147,107,40,72.8%,144,3,98.0%,0,147,0%,145,2,98.6%,89.8%
2025-04-20,Geodienste,671,25,646,3.7%,561,110,83.6%,0,671,0%,536,135,79.9%,55.7%
2025-04-20,Bund,1493,808,685,54.1%,1493,0,100.0%,652,841,43.7%,1487,6,99.6%,74.3%
