DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2025-04-27,KT_AI,236,18,218,7.6%,236,0,100.0%,0,236,0%,236,0,100.0%,69.2%
2025-04-27,KT_AR,246,28,218,11.4%,246,0,100.0%,0,246,0%,246,0,100.0%,70.5%
2025-04-27,KT_AG,915,915,0,100.0%,915,0,100.0%,0,915,0%,0,915,0%,100.0%
2025-04-27,KT_BL,1400,0,1400,0%,202,1198,14.4%,7,1393,0.5%,0,1400,0%,7.5%
2025-04-27,KT_BS,2407,0,2407,0%,9,2398,0.4%,1084,1323,45.0%,1934,473,80.3%,41.9%
2025-04-27,KT_BE,1387,0,1387,0%,1350,37,97.3%,1282,105,92.4%,78,1309,5.6%,65.1%
2025-04-27,KT_GL,437,0,437,0%,0,437,0%,181,256,41.4%,0,437,0%,41.4%
2025-04-27,KT_GR,1846,4,1842,0.2%,282,1564,15.3%,0,1846,0%,1432,414,77.6%,31.0%
2025-04-27,KT_JU,1203,0,1203,0%,152,1051,12.6%,38,1165,3.2%,1013,190,84.2%,33.3%
2025-04-27,KT_SG,643,0,643,0%,409,234,63.6%,137,506,21.3%,13,630,2.0%,29.0%
2025-04-27,KT_SH,203,180,23,88.7%,177,26,87.2%,0,203,0%,184,19,90.6%,88.8%
2025-04-27,KT_SO,716,0,716,0%,0,716,0%,182,534,25.4%,0,716,0%,25.4%
2025-04-27,KT_SZ,2046,0,2046,0%,1966,80,96.1%,954,1092,46.6%,2000,46,97.8%,80.2%
2025-04-27,KT_TG,1030,93,937,9.0%,176,854,17.1%,311,719,30.2%,854,176,82.9%,34.8%
2025-04-27,KT_TI,1344,0,1344,0%,1338,6,99.6%,6,1338,0.4%,6,1338,0.4%,33.5%
2025-04-27,KT_UR,828,359,469,43.4%,300,528,36.2%,361,467,43.6%,0,828,0%,41.1%
2025-04-27,KT_ZH,1908,82,1826,4.3%,519,1389,27.2%,644,1264,33.8%,1804,104,94.5%,40.0%
2025-04-27,KT_VD,395,0,395,0%,187,208,47.3%,395,0,100.0%,0,395,0%,73.7%
2025-04-27,KT_FR,691,0,691,0%,249,442,36.0%,0,691,0%,0,691,0%,36.0%
2025-04-27,FL_LI,147,107,40,72.8%,144,3,98.0%,0,147,0%,145,2,98.6%,89.8%
2025-04-27,Geodienste,671,25,646,3.7%,561,110,83.6%,0,671,0%,536,135,79.9%,55.7%
2025-04-27,Bund,1493,811,682,54.3%,1493,0,100.0%,652,841,43.7%,1487,6,99.6%,74.4%
