DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2025-06-29,KT_AI,226,18,208,8.0%,226,0,100.0%,0,226,0%,226,0,100.0%,69.3%
2025-06-29,KT_AR,251,28,223,11.2%,251,0,100.0%,0,251,0%,251,0,100.0%,70.4%
2025-06-29,KT_AG,924,924,0,100.0%,924,0,100.0%,0,924,0%,0,924,0%,100.0%
2025-06-29,KT_BL,1400,0,1400,0%,202,1198,14.4%,7,1393,0.5%,0,1400,0%,7.5%
2025-06-29,KT_BS,2285,0,2285,0%,8,2277,0.4%,1087,1198,47.6%,1832,453,80.2%,42.7%
2025-06-29,KT_BE,1414,0,1414,0%,1376,38,97.3%,1306,108,92.4%,80,1334,5.7%,65.1%
2025-06-29,KT_GL,436,0,436,0%,0,436,0%,180,256,41.3%,0,436,0%,41.3%
2025-06-29,KT_GR,1845,4,1841,0.2%,282,1563,15.3%,0,1845,0%,1431,414,77.6%,31.0%
2025-06-29,KT_JU,1241,0,1241,0%,151,1090,12.2%,38,1203,3.1%,1052,189,84.8%,33.3%
2025-06-29,KT_SG,641,0,641,0%,406,235,63.3%,137,504,21.4%,13,628,2.0%,28.9%
2025-06-29,KT_SH,203,178,25,87.7%,177,26,87.2%,0,203,0%,184,19,90.6%,88.5%
2025-06-29,KT_SO,724,0,724,0%,0,724,0%,0,724,0%,0,724,0%,0%
2025-06-29,KT_SZ,2045,0,2045,0%,1967,78,96.2%,953,1092,46.6%,2000,45,97.8%,80.2%
2025-06-29,KT_TG,1030,93,937,9.0%,176,854,17.1%,311,719,30.2%,854,176,82.9%,34.8%
2025-06-29,KT_TI,1370,0,1370,0%,1364,6,99.6%,6,1364,0.4%,6,1364,0.4%,33.5%
2025-06-29,KT_UR,832,361,471,43.4%,303,529,36.4%,363,469,43.6%,0,832,0%,41.1%
2025-06-29,KT_ZH,1957,82,1875,4.2%,564,1393,28.8%,680,1277,34.7%,1849,108,94.5%,40.6%
2025-06-29,KT_VD,394,0,394,0%,187,207,47.5%,394,0,100.0%,0,394,0%,73.7%
2025-06-29,KT_FR,687,0,687,0%,249,438,36.2%,0,687,0%,0,687,0%,36.2%
2025-06-29,FL_LI,148,108,40,73.0%,145,3,98.0%,0,148,0%,146,2,98.6%,89.9%
2025-06-29,Geodienste,565,25,540,4.4%,455,110,80.5%,0,565,0%,430,135,76.1%,53.7%
2025-06-29,Bund,1515,820,695,54.1%,1515,0,100.0%,662,853,43.7%,1509,6,99.6%,74.4%
