DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2025-08-10,KT_AI,229,20,209,8.7%,229,0,100.0%,0,229,0%,229,0,100.0%,69.6%
2025-08-10,KT_AR,253,30,223,11.9%,253,0,100.0%,0,253,0%,253,0,100.0%,70.6%
2025-08-10,KT_AG,926,926,0,100.0%,926,0,100.0%,0,926,0%,0,926,0%,100.0%
2025-08-10,KT_BL,1403,0,1403,0%,205,1198,14.6%,7,1396,0.5%,0,1403,0%,7.6%
2025-08-10,KT_BS,2534,0,2534,0%,15,2519,0.6%,1102,1432,43.5%,1982,552,78.2%,40.8%
2025-08-10,KT_BE,1415,0,1415,0%,1377,38,97.3%,1307,108,92.4%,80,1335,5.7%,65.1%
2025-08-10,KT_GL,435,0,435,0%,0,435,0%,180,255,41.4%,0,435,0%,41.4%
2025-08-10,KT_GR,1846,4,1842,0.2%,282,1564,15.3%,0,1846,0%,1432,414,77.6%,31.0%
2025-08-10,KT_JU,1281,0,1281,0%,151,1130,11.8%,38,1243,3.0%,1092,189,85.2%,33.3%
2025-08-10,KT_SG,613,0,613,0%,394,219,64.3%,121,492,19.7%,13,600,2.1%,28.7%
2025-08-10,KT_SH,213,188,25,88.3%,185,28,86.9%,0,213,0%,194,19,91.1%,88.7%
2025-08-10,KT_SO,722,0,722,0%,0,722,0%,0,722,0%,0,722,0%,0%
2025-08-10,KT_SZ,2099,0,2099,0%,2021,78,96.3%,981,1118,46.7%,2054,45,97.9%,80.3%
2025-08-10,KT_TG,1030,93,937,9.0%,176,854,17.1%,311,719,30.2%,854,176,82.9%,34.8%
2025-08-10,KT_TI,1370,0,1370,0%,1364,6,99.6%,6,1364,0.4%,6,1364,0.4%,33.5%
2025-08-10,KT_UR,834,362,472,43.4%,306,528,36.7%,363,471,43.5%,0,834,0%,41.2%
2025-08-10,KT_ZH,1946,83,1863,4.3%,566,1380,29.1%,681,1265,35.0%,1837,109,94.4%,40.7%
2025-08-10,KT_VD,397,0,397,0%,188,209,47.4%,397,0,100.0%,0,397,0%,73.7%
2025-08-10,KT_FR,686,0,686,0%,248,438,36.2%,0,686,0%,0,686,0%,36.2%
2025-08-10,FL_LI,148,108,40,73.0%,145,3,98.0%,0,148,0%,146,2,98.6%,89.9%
2025-08-10,Geodienste,666,25,641,3.8%,556,110,83.5%,0,666,0%,531,135,79.7%,55.7%
2025-08-10,Bund,1520,823,697,54.1%,1520,0,100.0%,664,856,43.7%,1514,6,99.6%,74.4%
