DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2025-10-05,KT_AI,235,21,214,8.9%,235,0,100.0%,0,235,0%,235,0,100.0%,69.6%
2025-10-05,KT_AR,263,31,232,11.8%,263,0,100.0%,0,263,0%,263,0,100.0%,70.6%
2025-10-05,KT_AG,937,937,0,100.0%,937,0,100.0%,0,937,0%,0,937,0%,100.0%
2025-10-05,KT_BL,1408,0,1408,0%,205,1203,14.6%,7,1401,0.5%,0,1408,0%,7.5%
2025-10-05,KT_BS,2404,0,2404,0%,9,2395,0.4%,1090,1314,45.3%,1881,523,78.2%,41.3%
2025-10-05,KT_BE,1438,0,1438,0%,1396,42,97.1%,1315,123,91.4%,91,1347,6.3%,65.0%
2025-10-05,KT_GL,445,0,445,0%,0,445,0%,185,260,41.6%,0,445,0%,41.6%
2025-10-05,KT_GR,1891,4,1887,0.2%,285,1606,15.1%,0,1891,0%,1474,417,77.9%,31.1%
2025-10-05,KT_JU,1292,0,1292,0%,155,1137,12.0%,42,1250,3.3%,1095,197,84.8%,33.3%
2025-10-05,KT_SG,645,0,645,0%,410,235,63.6%,137,508,21.2%,13,632,2.0%,28.9%
2025-10-05,KT_SH,213,188,25,88.3%,185,28,86.9%,0,213,0%,194,19,91.1%,88.7%
2025-10-05,KT_SO,730,0,730,0%,0,730,0%,0,730,0%,0,730,0%,0%
2025-10-05,KT_SZ,2099,0,2099,0%,2021,78,96.3%,981,1118,46.7%,2054,45,97.9%,80.3%
2025-10-05,KT_TG,1032,93,939,9.0%,176,856,17.1%,312,720,30.2%,856,176,82.9%,34.8%
2025-10-05,KT_TI,1345,0,1345,0%,1339,6,99.6%,6,1339,0.4%,6,1339,0.4%,33.5%
2025-10-05,KT_UR,874,381,493,43.6%,306,568,35.0%,382,492,43.7%,0,874,0%,40.8%
2025-10-05,KT_ZH,1926,83,1843,4.3%,569,1357,29.5%,685,1241,35.6%,1817,109,94.3%,40.9%
2025-10-05,KT_VD,396,0,396,0%,188,208,47.5%,396,0,100.0%,0,396,0%,73.7%
2025-10-05,KT_FR,687,0,687,0%,248,439,36.1%,0,687,0%,0,687,0%,36.1%
2025-10-05,FL_LI,148,108,40,73.0%,145,3,98.0%,0,148,0%,146,2,98.6%,89.9%
2025-10-05,Geodienste,669,24,645,3.6%,559,110,83.6%,0,669,0%,535,134,80.0%,55.7%
2025-10-05,Bund,1531,827,704,54.0%,1531,0,100.0%,671,860,43.8%,1525,6,99.6%,74.4%
